Customer_ID,Region,Lifetime_Value,Churn_Probability,Retention_Strategy
CUST_3SY3BQ,Asia,7083.42,0.75,Loyalty Program
CUST_5AB4UE,North America,538.26,0.83,Loyalty Program
CUST_SOHVT2,North America,9833.45,0.89,Loyalty Program
CUST_7DSE0U,Asia,8649.1,0.8,Email Campaign
CUST_1FCQ5L,Asia,2680.94,0.72,Discount
CUST_2E8QO7,North America,2622.1,0.75,Email Campaign
CUST_H5F307,North America,6674.48,0.98,Discount
CUST_AP1Q1T,South America,3222.25,0.78,Loyalty Program
CUST_3I29TC,Europe,5126.97,0.71,Discount
CUST_Q5HFB7,Europe,6175.69,0.95,Loyalty Program
CUST_A330ZA,North America,7747.15,0.76,Loyalty Program
CUST_OFIW8Z,Europe,7788.53,0.9,Email Campaign
CUST_A45U5S,North America,6209.75,0.82,Email Campaign
CUST_52OWNR,Europe,6210.81,0.8,Discount
CUST_YYD8D8,Asia,9694.89,0.8,Loyalty Program
CUST_4E8N57,South America,9523.32,0.98,Email Campaign
CUST_16370L,Europe,4418.53,0.9,Email Campaign
CUST_7JLO5T,Asia,2109.43,0.88,Email Campaign
CUST_ZMV8G4,South America,279.79,0.72,Discount
CUST_KLE7SB,Asia,2467.42,0.81,Discount
CUST_EJ5UKW,South America,7652.55,1,Email Campaign
CUST_EBWABC,North America,3420.51,0.77,Email Campaign
CUST_CNV39S,North America,5370.75,0.91,Discount
CUST_4GLLT4,Asia,4635.2,0.76,Loyalty Program
CUST_YSO701,Asia,2360.69,0.75,Email Campaign
CUST_35X2JU,South America,7544.38,0.8,Email Campaign
CUST_SIJSBV,North America,7631.73,0.85,Email Campaign
CUST_F79NSC,North America,2328.11,0.93,Loyalty Program
CUST_7R8SCS,Asia,2865.29,0.88,Loyalty Program
CUST_ADRW4R,Asia,5283.95,0.89,Email Campaign
CUST_4KM6HP,Europe,3661.03,0.73,Email Campaign
CUST_NJ5O9Q,Asia,1002.02,0.89,Loyalty Program
CUST_0ISZJA,Asia,9443.82,0.84,Discount
CUST_T0B1TM,Asia,8780.73,0.99,Loyalty Program
CUST_UHPUYZ,North America,9931.14,0.9,Loyalty Program
CUST_AQ6QKA,Europe,6037.85,0.79,Email Campaign
CUST_CEK6N2,North America,1891.78,0.95,Discount
CUST_58CETQ,Europe,9875.82,0.97,Loyalty Program
CUST_UE3KQS,Europe,1161.01,0.91,Discount
CUST_OJNUFP,Asia,4324.7,0.88,Email Campaign
CUST_370L3Z,Europe,4832.4,0.86,Loyalty Program
CUST_9UIR8H,South America,4585.78,0.79,Email Campaign
CUST_04FNCY,Europe,4859.6,0.93,Discount
CUST_PSOY21,North America,2838.28,0.88,Email Campaign
CUST_2ZU5AQ,Asia,2266.08,0.92,Loyalty Program
CUST_C7P5YL,Europe,7574.12,0.79,Discount
CUST_AO7V8X,South America,7399.22,0.98,Discount
CUST_EHSN3R,Europe,5361.79,0.72,Discount
CUST_MAVFAQ,Asia,4013.77,0.98,Discount
CUST_GADL6I,Asia,6954.09,0.8,Discount
CUST_T8HJAB,Europe,9123.13,0.94,Email Campaign
CUST_R8SG8R,North America,4336.89,0.9,Discount
CUST_1SLDIM,Asia,3390.13,0.87,Email Campaign
CUST_BD01VH,North America,9812.93,0.97,Discount
CUST_A3AN68,Asia,751.93,0.75,Email Campaign
CUST_Z6MNGY,Asia,9207.84,0.86,Loyalty Program
CUST_IDY7LL,South America,2571.43,0.75,Loyalty Program
CUST_76OO72,North America,2406.59,0.78,Discount
CUST_GTWON9,South America,4904.27,0.97,Loyalty Program
CUST_0HRXV8,North America,8020.1,0.85,Loyalty Program
CUST_VPSUFT,South America,480.57,0.83,Email Campaign
CUST_R2C9GC,South America,826.2,0.93,Email Campaign
CUST_XES4HY,Asia,7451.96,0.99,Email Campaign
CUST_BP4PAV,Asia,2493.12,0.78,Discount
CUST_F5Q0B2,Europe,3839.79,0.98,Email Campaign
CUST_YDXAWY,South America,2487.01,0.95,Email Campaign
CUST_PGAVBV,Asia,6989.85,0.73,Discount
CUST_JZ5RDM,Europe,224.41,0.79,Discount
CUST_PVCL6R,South America,1818.78,0.9,Loyalty Program
CUST_HSXQXD,Asia,3206.51,0.83,Discount
CUST_BUJBZ6,Asia,7601.14,0.71,Email Campaign
CUST_9VVOZW,Asia,4351.68,0.99,Email Campaign
CUST_GZJTJF,Europe,1301.08,0.88,Discount
CUST_WE5AJQ,Asia,5367.41,0.79,Loyalty Program
CUST_J5YI4I,South America,1620.66,0.93,Email Campaign
CUST_SLIDDV,South America,4355.47,0.98,Loyalty Program
CUST_62DFNK,Asia,1545.96,0.85,Loyalty Program
CUST_E36X5D,Europe,5866.6,0.99,Email Campaign
CUST_3QEC3M,South America,9711.91,0.93,Email Campaign
CUST_T09RL3,Europe,558.69,0.95,Loyalty Program
CUST_WHQYBH,North America,3510.52,0.92,Discount
CUST_8TZ313,South America,3073.76,0.74,Email Campaign
CUST_409JKX,Europe,3620.15,0.87,Email Campaign
CUST_63X3G5,South America,3782.48,0.79,Email Campaign
CUST_81LJXG,Asia,5764.42,0.72,Loyalty Program
CUST_7ZO94W,South America,795.14,0.99,Discount
CUST_C5UC96,North America,7963.75,0.96,Email Campaign
CUST_WDDHFS,North America,6425.53,0.8,Loyalty Program
CUST_SU2AG9,Europe,5998.42,0.71,Discount
CUST_EHKXDY,Europe,2428.46,0.99,Loyalty Program
CUST_Q9OL7X,Asia,7390.76,0.95,Discount
CUST_71YXXB,North America,8393.09,0.94,Discount
CUST_V5TAFH,Europe,9106.12,0.85,Discount
CUST_QT4GL7,Europe,2997.78,0.91,Discount
CUST_7T2S58,Asia,5138.28,0.97,Loyalty Program
CUST_NQ5322,Europe,5279.37,0.97,Email Campaign
CUST_1HVUWI,Asia,3570.07,1,Loyalty Program
CUST_69M601,Asia,512.41,0.97,Loyalty Program
CUST_SHMVSO,North America,5071.39,0.73,Discount
CUST_1SX45W,Asia,4603.7,1,Email Campaign
CUST_ME3FVQ,North America,8010.5,0.98,Email Campaign
CUST_G75JIY,North America,4686.53,0.86,Discount
CUST_1QBTZN,South America,3051.57,0.81,Email Campaign
CUST_LJ9IAI,South America,1520.28,1,Discount
CUST_BJRZJL,North America,3185.59,0.8,Discount
CUST_74ONJJ,Europe,2971.37,0.91,Loyalty Program
CUST_RIREIW,Europe,5859.62,0.83,Loyalty Program
CUST_LRBBQI,Asia,812.18,0.74,Loyalty Program
CUST_ARLIHO,North America,5295.9,0.87,Email Campaign
CUST_VT9QKX,South America,8112.47,0.95,Discount
CUST_FZFLOG,North America,1425.86,0.82,Loyalty Program
CUST_E9ABKV,Asia,2608.18,0.76,Email Campaign
CUST_EDW3O8,Europe,463.05,0.71,Discount
CUST_QO9TMU,Asia,7172.2,0.89,Email Campaign
CUST_KVQRZG,North America,9736.28,0.76,Loyalty Program
CUST_BJML8V,North America,5738.91,0.77,Loyalty Program
CUST_G7Z5TJ,South America,1422.75,0.89,Email Campaign
CUST_4KYTZ2,North America,3463.02,0.98,Email Campaign
CUST_U9ED3T,Europe,2592.67,0.71,Discount
CUST_N5QD9I,Asia,2399.13,0.82,Loyalty Program
CUST_UR76M3,South America,7923.89,0.93,Email Campaign
CUST_WA3F4N,Asia,8427.73,0.86,Discount
CUST_YS62WF,Asia,3836.21,0.97,Email Campaign
CUST_0HGSIM,South America,325.87,0.98,Loyalty Program
CUST_929WCK,South America,7160.7,0.86,Email Campaign
CUST_BIH0QW,Europe,1154.61,0.84,Loyalty Program
